Configuration,Total Area (um^2),Read Latency (ns),Write Latency (ns),Read Bandwidth (GB/s),Write Bandwidth (GB/s),Read Dynamic Energy (pJ),Write Dynamic Energy (pJ),Leakage Power (uW)
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/32KB/32KB.out,41450.3um^2,0.059ps,0.056ps,339.17GB/s,322.607GB/s,231.902pJ,231.748pJ,14.0418uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/64KB/64KB.out,58658um^2,0.098ps,0.088ps,293.375GB/s,267.572GB/s,109.34pJ,109.079pJ,26.9805uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/128KB/128KB.out,59630um^2,0.098ps,0.088ps,293.375GB/s,267.572GB/s,238.256pJ,237.995pJ,53.961uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/256KB/256KB.out,81329.6um^2,0.122ps,0.111ps,233.496GB/s,204.778GB/s,241.984pJ,241.512pJ,107.916uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/512KB/512KB.out,94965.3um^2,0.14ps,0.126ps,210.547GB/s,178.478GB/s,244.272pJ,243.785pJ,133.792uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/1024KB/1024KB.out,155749um^2,0.19ps,0.151ps,210.547GB/s,178.478GB/s,251.32pJ,250.832pJ,267.584uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/2048KB/2048KB.out,257839um^2,0.289ps,0.234ps,118.21GB/s,101.762GB/s,257.085pJ,256.16pJ,588.363uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/SRAM/4096KB/4096KB.out,303080um^2,0.373ps,0.307ps,100.066GB/s,93.887GB/s,261.586pJ,260.467pJ,576.56uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/16KB/16KB.out,172462um^2,1.68412ns,20.1166ns,10.1778GB/s,0.798MB/s,50.4847pJ,414.368pJ,620.88uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/32KB/32KB.out,172705um^2,1.68414ns,20.1166ns,10.1778GB/s,0.798MB/s,79.0804pJ,442.964pJ,1241.76mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/64KB/64KB.out,104051um^2,1.65203ns,20.1005ns,10.1778GB/s,0.798MB/s,262.395pJ,626.278pJ,2483.52mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/128KB/128KB.out,174163um^2,1.68428ns,20.1167ns,10.1778GB/s,0.798MB/s,267.61pJ,631.493pJ,4967.04mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/256KB/256KB.out,176088um^2,1.73833ns,20.1711ns,10.1782GB/s,0.797MB/s,270.298pJ,634.469pJ,4970.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/512KB/512KB.out,108496um^2,1.74323ns,20.1974ns,10.0701GB/s,0.797MB/s,267.782pJ,633.678pJ,2492.78mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/1024KB/1024KB.out,182810um^2,1.77939ns,20.2155ns,10.0701GB/s,0.797MB/s,274.435pJ,640.331pJ,4985.57mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/2048KB/2048KB.out,331195um^2,1.92403ns,20.2878ns,10.0701GB/s,0.797MB/s,284.037pJ,649.933pJ,9971.13mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/RRAM/4096KB/4096KB.out,288582um^2,2.01242ns,20.3532ns,9.79297GB/s,0.793MB/s,279.829pJ,644.508pJ,10169.7mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/16KB/16KB.out,49250.6um^2,0.162ps,,186.542GB/s,0.107MB/s,251.548pJ,11532.2nJ,23.5999uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/32KB/32KB.out,81812.6um^2,0.162ps,,186.542GB/s,0.107MB/s,265.678pJ,11546.3nJ,47.1998uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/64KB/64KB.out,82055.6um^2,0.162ps,,186.542GB/s,0.107MB/s,294.543pJ,11575.2nJ,94.3997uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/128KB/128KB.out,53263.3um^2,0.088ps,,368.628GB/s,0.107MB/s,366.446pJ,11758.0nJ,33.7767uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/256KB/256KB.out,55337.9um^2,0.124ps,,343.798GB/s,0.107MB/s,386.775pJ,11760.6nJ,37.8021uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/512KB/512KB.out,58588.4um^2,0.136ps,,312.539GB/s,0.107MB/s,424.18pJ,11762.5nJ,45.2148uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/1024KB/1024KB.out,66774.8um^2,0.184ps,,161.869GB/s,0.107MB/s,609.676pJ,11766.1nJ,205.615uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/2048KB/2048KB.out,117277um^2,0.277ps,,107.356GB/s,0.107MB/s,838.59pJ,11773.2nJ,1050.49mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_area/Area/PCRAM/4096KB/4096KB.out,131570um^2,0.301ps,,104.165GB/s,0.107MB/s,984.406pJ,11777.0nJ,1074.59mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/16KB/16KB.out,72878.8um^2,1.53123ns,,10.8595GB/s,1.59588GB/s,265.89pJ,363.111pJ,2464.18mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/32KB/32KB.out,112062um^2,1.55343ns,,10.8595GB/s,1.59588GB/s,270.286pJ,367.508pJ,4928.35mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/64KB/64KB.out,113801um^2,1.60666ns,,10.8417GB/s,1.59433GB/s,272.89pJ,370.117pJ,4931.51mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/128KB/128KB.out,77293.1um^2,1.62149ns,,10.7612GB/s,1.59426GB/s,271.155pJ,368.416pJ,2471.94mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/256KB/256KB.out,120647um^2,1.64858ns,,10.7612GB/s,1.59426GB/s,277.07pJ,374.331pJ,4943.89mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/512KB/512KB.out,77737.7um^2,1.67455ns,,10.1156GB/s,1.58811GB/s,275.711pJ,373.288pJ,1253.4mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/1024KB/1024KB.out,121293um^2,1.68806ns,,10.1156GB/s,1.58811GB/s,281.009pJ,378.587pJ,2506.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/2048KB/2048KB.out,208162um^2,1.74211ns,,10.1156GB/s,1.58811GB/s,287.749pJ,385.326pJ,5013.6mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/STTRAM/4096KB/4096KB.out,205876um^2,1.81259ns,,8.31438GB/s,1.58794GB/s,291.803pJ,390.455pJ,2623.7mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/16KB/16KB.out,38552.5um^2,0.03ps,0.029ps,742.573GB/s,667.538GB/s,229.929pJ,229.735pJ,7.46493uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/32KB/32KB.out,43409um^2,0.036ps,0.032ps,742.573GB/s,667.538GB/s,232.589pJ,232.395pJ,14.9299uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/64KB/64KB.out,53428.5um^2,0.054ps,0.048ps,489.215GB/s,421.442GB/s,236.148pJ,235.763pJ,27.5784uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/128KB/128KB.out,55972.7um^2,0.076ps,0.068ps,482.788GB/s,380.472GB/s,237.743pJ,237.352pJ,37.067uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/256KB/256KB.out,80424.3um^2,0.102ps,0.09ps,373.83GB/s,280.426GB/s,242.465pJ,241.685pJ,73.2387uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/512KB/512KB.out,104266um^2,0.137ps,0.119ps,234.602GB/s,194.872GB/s,245.238pJ,244.704pJ,122.111uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/1024KB/1024KB.out,172814um^2,0.184ps,0.152ps,211.607GB/s,163.797GB/s,252.148pJ,251.083pJ,228.057uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/2048KB/2048KB.out,203108um^2,0.252ps,0.211ps,190.131GB/s,167.909GB/s,255.931pJ,254.181pJ,266.258uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/SRAM/4096KB/4096KB.out,281358um^2,0.37ps,0.305ps,120.884GB/s,99.5623GB/s,262.035pJ,260.519pJ,447.798uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/16KB/16KB.out,99060.7um^2,1.57996ns,20.0704ns,10.6414GB/s,0.799MB/s,315.508pJ,621.725pJ,2461.68mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/32KB/32KB.out,164425um^2,1.60799ns,20.0844ns,10.6414GB/s,0.799MB/s,321.347pJ,627.563pJ,4923.35mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/64KB/64KB.out,167720um^2,1.64784ns,20.1143ns,10.3702GB/s,0.797MB/s,285.562pJ,630.225pJ,4934.61mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/128KB/128KB.out,174163um^2,1.68428ns,20.1167ns,10.1778GB/s,0.798MB/s,267.61pJ,631.493pJ,4967.04mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/256KB/256KB.out,104569um^2,1.70972ns,20.233ns,9.59956GB/s,0.797MB/s,264.799pJ,648.033pJ,627.309uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/512KB/512KB.out,174956um^2,1.74073ns,20.2485ns,9.59956GB/s,0.797MB/s,271.792pJ,655.027pJ,1254.62mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/1024KB/1024KB.out,136754um^2,1.75013ns,20.2591ns,9.50219GB/s,0.796MB/s,272.146pJ,655.049pJ,1257.22mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/2048KB/2048KB.out,239083um^2,1.78587ns,20.277ns,9.50219GB/s,0.796MB/s,278.601pJ,661.504pJ,2514.44mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/RRAM/4096KB/4096KB.out,161466um^2,1.81467ns,20.4934ns,7.23358GB/s,0.788MB/s,277.563pJ,715.671pJ,1311.55mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/16KB/16KB.out,41054.6um^2,0.044ps,,492.303GB/s,0.107MB/s,290.67pJ,11750.9nJ,7.97047uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/32KB/32KB.out,48413.2um^2,0.055ps,,492.303GB/s,0.107MB/s,293.986pJ,11754.2nJ,15.9409uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/64KB/64KB.out,60342.9um^2,0.076ps,,406.374GB/s,0.107MB/s,358.245pJ,11758.6nJ,28.7566uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/128KB/128KB.out,53263.3um^2,0.088ps,,368.628GB/s,0.107MB/s,366.446pJ,11758.0nJ,33.7767uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/256KB/256KB.out,46385.2um^2,0.119ps,,312.539GB/s,0.107MB/s,420.267pJ,11758.6nJ,22.6074uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/512KB/512KB.out,63378um^2,0.133ps,,361.181GB/s,0.107MB/s,494.581pJ,11761.9nJ,33.2127uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/1024KB/1024KB.out,72629.1um^2,0.15ps,,262.906GB/s,0.107MB/s,639.976pJ,11765.4nJ,49.8847uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/2048KB/2048KB.out,89514.9um^2,0.178ps,,171.159GB/s,0.107MB/s,927.508pJ,11769.1nJ,81.8684uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadLatency/PCRAM/4096KB/4096KB.out,105008um^2,0.231ps,,117.704GB/s,0.107MB/s,1611.24nJ,11773.4nJ,175.142uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/16KB/16KB.out,72878.8um^2,1.53123ns,,10.8595GB/s,1.59588GB/s,265.89pJ,363.111pJ,2464.18mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/32KB/32KB.out,112062um^2,1.55343ns,,10.8595GB/s,1.59588GB/s,270.286pJ,367.508pJ,4928.35mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/64KB/64KB.out,190427um^2,1.64222ns,,10.8595GB/s,1.59588GB/s,278.795pJ,376.016pJ,9856.7mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/128KB/128KB.out,77293.1um^2,1.62149ns,,10.7612GB/s,1.59426GB/s,271.155pJ,368.416pJ,2471.94mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/256KB/256KB.out,120647um^2,1.64858ns,,10.7612GB/s,1.59426GB/s,277.07pJ,374.331pJ,4943.89mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/512KB/512KB.out,77737.7um^2,1.67455ns,,10.1156GB/s,1.58811GB/s,275.711pJ,373.288pJ,1253.4mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/1024KB/1024KB.out,121293um^2,1.68806ns,,10.1156GB/s,1.58811GB/s,281.009pJ,378.587pJ,2506.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/2048KB/2048KB.out,208162um^2,1.74211ns,,10.1156GB/s,1.58811GB/s,287.749pJ,385.326pJ,5013.6mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/STTRAM/4096KB/4096KB.out,205876um^2,1.81259ns,,8.31438GB/s,1.58794GB/s,291.803pJ,390.455pJ,2623.7mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/16KB/16KB.out,38552.5um^2,0.03ps,0.029ps,742.573GB/s,667.538GB/s,229.929pJ,229.735pJ,7.46493uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/32KB/32KB.out,43409um^2,0.036ps,0.032ps,742.573GB/s,667.538GB/s,232.589pJ,232.395pJ,14.9299uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/64KB/64KB.out,53428.5um^2,0.054ps,0.048ps,489.215GB/s,421.442GB/s,236.148pJ,235.763pJ,27.5784uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/128KB/128KB.out,72918um^2,0.084ps,0.063ps,489.215GB/s,421.442GB/s,240.957pJ,240.572pJ,55.1569uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/256KB/256KB.out,80424.3um^2,0.102ps,0.09ps,373.83GB/s,280.426GB/s,242.465pJ,241.685pJ,73.2387uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/512KB/512KB.out,104266um^2,0.137ps,0.119ps,234.602GB/s,194.872GB/s,245.238pJ,244.704pJ,122.111uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/1024KB/1024KB.out,155749um^2,0.19ps,0.151ps,210.547GB/s,178.478GB/s,251.32pJ,250.832pJ,267.584uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/2048KB/2048KB.out,295300um^2,0.265ps,0.197ps,191.038GB/s,151.326GB/s,258.918pJ,257.946pJ,471.897uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/SRAM/4096KB/4096KB.out,396124um^2,0.399ps,0.288ps,170.986GB/s,140.64GB/s,265.83pJ,264.794pJ,660.679uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/16KB/16KB.out,119123um^2,1.58127ns,20.0688ns,10.6703GB/s,0.799MB/s,277.83pJ,623.398pJ,2461.68mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/32KB/32KB.out,164425um^2,1.60799ns,20.0844ns,10.6414GB/s,0.799MB/s,321.347pJ,627.563pJ,4923.35mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/64KB/64KB.out,104051um^2,1.65203ns,20.1005ns,10.1778GB/s,0.798MB/s,262.395pJ,626.278pJ,2483.52mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/128KB/128KB.out,174163um^2,1.68428ns,20.1167ns,10.1778GB/s,0.798MB/s,267.61pJ,631.493pJ,4967.04mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/256KB/256KB.out,176088um^2,1.73833ns,20.1711ns,10.1782GB/s,0.797MB/s,270.298pJ,634.469pJ,4970.8mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/512KB/512KB.out,108496um^2,1.74323ns,20.1974ns,10.0701GB/s,0.797MB/s,267.782pJ,633.678pJ,2492.78mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/1024KB/1024KB.out,182810um^2,1.77939ns,20.2155ns,10.0701GB/s,0.797MB/s,274.435pJ,640.331pJ,4985.57mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/2048KB/2048KB.out,189428um^2,1.84164ns,20.2576ns,9.81541GB/s,0.796MB/s,278.503pJ,651.3pJ,2511.79mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/RRAM/4096KB/4096KB.out,344432um^2,1.88275ns,20.2782ns,9.81541GB/s,0.796MB/s,285.633pJ,658.429pJ,5023.57mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/16KB/16KB.out,41054.6um^2,0.044ps,,492.303GB/s,0.107MB/s,290.67pJ,11750.9nJ,7.97047uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/32KB/32KB.out,48413.2um^2,0.055ps,,492.303GB/s,0.107MB/s,293.986pJ,11754.2nJ,15.9409uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/64KB/64KB.out,60342.9um^2,0.076ps,,406.374GB/s,0.107MB/s,358.245pJ,11758.6nJ,28.7566uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/128KB/128KB.out,53263.3um^2,0.088ps,,368.628GB/s,0.107MB/s,366.446pJ,11758.0nJ,33.7767uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/256KB/256KB.out,46385.2um^2,0.119ps,,312.539GB/s,0.107MB/s,420.267pJ,11758.6nJ,22.6074uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/512KB/512KB.out,58588.4um^2,0.136ps,,312.539GB/s,0.107MB/s,424.18pJ,11762.5nJ,45.2148uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/1024KB/1024KB.out,92574um^2,0.156ps,,361.181GB/s,0.107MB/s,499.954pJ,11767.3nJ,66.4254uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/2048KB/2048KB.out,89514.9um^2,0.178ps,,171.159GB/s,0.107MB/s,927.508pJ,11769.1nJ,81.8684uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/WriteLatency/PCRAM/4096KB/4096KB.out,130459um^2,0.237ps,,155.891GB/s,0.107MB/s,1044.57nJ,11774.9nJ,271.448uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/16KB/16KB.out,389405um^2,1.81276ns,,10.5895GB/s,1.58104GB/s,55.539pJ,152.265pJ,1241.81mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/32KB/32KB.out,778811um^2,2.25915ns,,10.5895GB/s,1.58104GB/s,70.4137pJ,167.139pJ,2483.62mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/64KB/64KB.out,842637um^2,2.05067ns,,10.478GB/s,1.57573GB/s,67.9006pJ,163.784pJ,2527.48mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/128KB/128KB.out,1685270.0mm^2,2.71568ns,,10.478GB/s,1.57573GB/s,86.3362pJ,182.22pJ,5054.96mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/Destiny/iso_capacity/ReadDynamicEnergy/STTRAM/256KB/256KB.out,2368380.0mm^2,2.81952ns,,10.4903GB/s,1.58389GB/s,110.469pJ,206.226pJ,10266.8mW
