Configuration,Total_Area,Read_L,Write_L,Read_BW,Write_BW,RDE,WDE,Leakage_Power
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/256KB/256KB.out,64843.005um^2,3.759ns,12.218ns,6.512GB/s,1.337GB/s,35.235pJ,133.914pJ,20.742uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/512KB/512KB.out,121186.023um^2,8.948ns,17.376ns,6.418GB/s,936.599MB/s,39.754pJ,136.634pJ,20.892uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/1024KB/1024KB.out,236030.837um^2,9.096ns,17.391ns,4.387GB/s,936.491MB/s,41.413pJ,139.565pJ,22.254uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/2048KB/2048KB.out,460516.691um^2,29.318ns,37.549ns,4.305GB/s,430.665MB/s,52.099pJ,145.019pJ,23.249uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/4096KB/4096KB.out,912255.755um^2,29.797ns,37.580ns,2.438GB/s,430.634MB/s,63.893pJ,150.878pJ,26.670uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/16KB/16KB.out,10800.700um^2,759.852ps,759.852ps,39.788GB/s,26.273GB/s,4.140pJ,1.045pJ,1.446uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/32KB/32KB.out,22642.214um^2,1.500ns,1.500ns,41.350GB/s,12.079GB/s,6.221pJ,2.069pJ,2.815uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/64KB/64KB.out,40262.248um^2,1.768ns,1.768ns,18.680GB/s,10.382GB/s,12.533pJ,1.972pJ,5.312uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/128KB/128KB.out,78984.622um^2,1.987ns,1.987ns,11.181GB/s,9.131GB/s,21.369pJ,2.263pJ,10.513uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/256KB/256KB.out,154489.594um^2,5.095ns,5.095ns,8.020GB/s,3.323GB/s,41.887pJ,3.537pJ,20.303uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/512KB/512KB.out,306468.659um^2,5.678ns,5.678ns,4.755GB/s,2.982GB/s,77.202pJ,4.119pJ,40.420uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/1024KB/1024KB.out,605947.663um^2,17.164ns,17.164ns,3.225GB/s,954.616MB/s,154.082pJ,6.853pJ,79.421uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/2048KB/2048KB.out,1.207mm^2,18.742ns,18.742ns,1.880GB/s,874.065MB/s,295.276pJ,8.016pJ,158.504uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/4096KB/4096KB.out,2.400mm^2,62.426ns,62.426ns,1.213GB/s,258.870MB/s,589.076pJ,13.122pJ,314.920uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/16KB/16KB.out,12441.980um^2,1.900ns,20.543ns,8.410GB/s,786.155MB/s,20.920pJ,85.573pJ,19.495uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/32KB/32KB.out,9202.993um^2,1.984ns,20.553ns,8.840GB/s,783.807MB/s,26.351pJ,86.246pJ,19.718uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/64KB/64KB.out,10623.110um^2,2.159ns,20.751ns,7.585GB/s,778.049MB/s,28.077pJ,91.739pJ,19.980uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/128KB/128KB.out,13368.391um^2,2.441ns,21.052ns,5.847GB/s,766.916MB/s,31.466pJ,102.664pJ,20.499uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/256KB/256KB.out,18679.196um^2,3.013ns,21.688ns,4.002GB/s,744.872MB/s,37.885pJ,123.680pJ,21.538uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/512KB/512KB.out,29594.314um^2,3.097ns,21.719ns,3.984GB/s,744.879MB/s,59.803pJ,144.301pJ,24.208uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/1024KB/1024KB.out,59188.627um^2,3.099ns,21.720ns,3.984GB/s,744.879MB/s,60.872pJ,145.370pJ,48.417uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/2048KB/2048KB.out,102792.155um^2,3.407ns,21.855ns,3.948GB/s,744.882MB/s,105.772pJ,187.673pJ,61.128uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/RRAM/4096KB/4096KB.out,205584.309um^2,3.412ns,21.858ns,3.948GB/s,744.882MB/s,107.694pJ,189.596pJ,122.255uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/16KB/16KB.out,8509.563um^2,2.266ns,10.792ns,10.049GB/s,1.504GB/s,32.820pJ,129.983pJ,19.460uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/32KB/32KB.out,12520.284um^2,2.316ns,10.839ns,9.395GB/s,1.504GB/s,32.830pJ,130.350pJ,19.634uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/64KB/64KB.out,20539.174um^2,2.330ns,10.844ns,8.269GB/s,1.504GB/s,32.860pJ,131.083pJ,19.976uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/128KB/128KB.out,34892.352um^2,3.699ns,12.196ns,8.190GB/s,1.337GB/s,35.024pJ,132.448pJ,20.055uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/256KB/256KB.out,64843.005um^2,3.759ns,12.218ns,6.512GB/s,1.337GB/s,35.235pJ,133.914pJ,20.742uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/512KB/512KB.out,121186.023um^2,8.948ns,17.376ns,6.418GB/s,936.599MB/s,39.754pJ,136.634pJ,20.892uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/1024KB/1024KB.out,236030.837um^2,9.096ns,17.391ns,4.387GB/s,936.491MB/s,41.413pJ,139.565pJ,22.254uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/2048KB/2048KB.out,460516.691um^2,29.318ns,37.549ns,4.305GB/s,430.665MB/s,52.099pJ,145.019pJ,23.249uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/STTRAM/4096KB/4096KB.out,912255.755um^2,29.797ns,37.580ns,2.438GB/s,430.634MB/s,63.893pJ,150.878pJ,26.670uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/16KB/16KB.out,10501.780um^2,782.972ps,782.972ps,37.610GB/s,25.307GB/s,3.917pJ,0.961pJ,1.463uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/32KB/32KB.out,20521.916um^2,918.020ps,918.020ps,23.503GB/s,22.300GB/s,6.130pJ,1.107pJ,2.851uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/64KB/64KB.out,39646.851um^2,1.840ns,1.840ns,17.219GB/s,9.914GB/s,12.018pJ,1.783pJ,5.370uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/128KB/128KB.out,78370.000um^2,2.054ns,2.054ns,10.686GB/s,8.798GB/s,20.854pJ,2.074pJ,10.570uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/256KB/256KB.out,153523.106um^2,5.288ns,5.288ns,7.315GB/s,3.196GB/s,41.373pJ,3.347pJ,20.435uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/512KB/512KB.out,305503.730um^2,5.851ns,5.851ns,4.522GB/s,2.889GB/s,76.687pJ,3.929pJ,40.551uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/1024KB/1024KB.out,604022.472um^2,17.682ns,17.682ns,2.920GB/s,925.971MB/s,153.008pJ,6.477pJ,79.710uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/2048KB/2048KB.out,1.205mm^2,19.203ns,19.203ns,1.783GB/s,852.597MB/s,294.203pJ,7.640pJ,158.792uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/SRAM/4096KB/4096KB.out,2.397mm^2,63.767ns,63.767ns,1.101GB/s,253.371MB/s,588.001pJ,12.745pJ,315.525uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/16KB/16KB.out,8543.669um^2,1.915ns,20.430ns,9.666GB/s,788.535MB/s,25.507pJ,83.556pJ,19.587uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/32KB/32KB.out,9202.993um^2,1.984ns,20.553ns,8.840GB/s,783.807MB/s,26.351pJ,86.246pJ,19.718uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/64KB/64KB.out,10623.110um^2,2.159ns,20.751ns,7.585GB/s,778.049MB/s,28.077pJ,91.739pJ,19.980uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/128KB/128KB.out,13368.391um^2,2.441ns,21.052ns,5.847GB/s,766.916MB/s,31.466pJ,102.664pJ,20.499uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/256KB/256KB.out,18679.196um^2,3.013ns,21.688ns,4.002GB/s,744.872MB/s,37.885pJ,123.680pJ,21.538uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/512KB/512KB.out,29594.314um^2,3.097ns,21.719ns,3.984GB/s,744.879MB/s,59.803pJ,144.301pJ,24.208uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/1024KB/1024KB.out,59188.627um^2,3.099ns,21.720ns,3.984GB/s,744.879MB/s,60.872pJ,145.370pJ,48.417uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/2048KB/2048KB.out,102792.155um^2,3.407ns,21.855ns,3.948GB/s,744.882MB/s,105.772pJ,187.673pJ,61.128uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/RRAM/4096KB/4096KB.out,205584.309um^2,3.412ns,21.858ns,3.948GB/s,744.882MB/s,107.694pJ,189.596pJ,122.255uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/Area/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/16KB/16KB.out,86384.290um^2,1.648ns,10.160ns,10.761GB/s,1.594GB/s,43.931pJ,141.192pJ,308.993uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/32KB/32KB.out,43393.687um^2,1.674ns,10.195ns,10.116GB/s,1.588GB/s,41.562pJ,139.140pJ,78.337uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/64KB/64KB.out,86787.374um^2,1.688ns,10.202ns,10.116GB/s,1.588GB/s,44.843pJ,142.420pJ,156.675uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/128KB/128KB.out,173574.749um^2,1.742ns,10.229ns,10.116GB/s,1.588GB/s,50.572pJ,148.150pJ,313.350uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/256KB/256KB.out,171126.657um^2,1.812ns,10.288ns,8.314GB/s,1.588GB/s,52.608pJ,151.261pJ,163.981uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/512KB/512KB.out,246291.778um^2,1.911ns,10.386ns,8.281GB/s,1.575GB/s,51.041pJ,149.182pJ,176.874uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/1024KB/1024KB.out,543128.201um^2,2.064ns,10.438ns,9.965GB/s,1.572GB/s,63.214pJ,159.449pJ,665.295uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/2048KB/2048KB.out,775236.794um^2,2.216ns,10.548ns,8.213GB/s,1.570GB/s,68.275pJ,165.540pJ,382.681uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/STTRAM/4096KB/4096KB.out,1.550mm^2,2.664ns,10.772ns,8.213GB/s,1.570GB/s,83.964pJ,181.228pJ,765.362uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/16KB/16KB.out,46161.307um^2,101.801ps,90.401ps,373.830GB/s,280.426GB/s,9.326pJ,8.545pJ,4.577uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/32KB/32KB.out,69922.156um^2,136.768ps,119.031ps,234.602GB/s,194.872GB/s,11.090pJ,10.556pJ,7.632uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/64KB/64KB.out,138308.477um^2,183.941ps,152.319ps,211.607GB/s,163.797GB/s,15.981pJ,14.917pJ,14.254uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/128KB/128KB.out,168520.648um^2,251.810ps,210.557ps,190.131GB/s,167.909GB/s,18.754pJ,17.005pJ,16.641uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/256KB/256KB.out,246608.565um^2,370.193ps,304.497ps,120.884GB/s,99.562GB/s,22.841pJ,21.324pJ,27.987uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/512KB/512KB.out,585999.508um^2,539.944ps,406.056ps,145.645GB/s,94.246GB/s,33.654pJ,31.083pJ,83.385uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/1024KB/1024KB.out,892661.510um^2,753.943ps,544.287ps,80.837GB/s,70.941GB/s,43.117pJ,38.944pJ,121.209uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/2048KB/2048KB.out,1.593mm^2,1.154ns,770.041ps,74.786GB/s,59.551GB/s,62.400pJ,54.081pJ,229.041uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/SRAM/4096KB/4096KB.out,3.010mm^2,1.855ns,1.141ns,48.276GB/s,52.669GB/s,85.759pJ,73.098pJ,427.646uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/16KB/16KB.out,70316.972um^2,1.708ns,20.299ns,9.606GB/s,794.067MB/s,32.066pJ,93.016pJ,39.240uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/32KB/32KB.out,140633.944um^2,1.739ns,20.315ns,9.606GB/s,794.067MB/s,38.051pJ,99.001pJ,78.479uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/64KB/64KB.out,72897.909um^2,1.770ns,20.362ns,9.398GB/s,791.069MB/s,32.666pJ,93.168pJ,78.768uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/128KB/128KB.out,145795.817um^2,1.807ns,20.381ns,9.398GB/s,791.069MB/s,37.380pJ,97.882pJ,157.536uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/256KB/256KB.out,91158.558um^2,1.852ns,20.477ns,7.121GB/s,788.690MB/s,37.553pJ,109.267pJ,82.086uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/512KB/512KB.out,256288.978um^2,1.909ns,20.494ns,7.114GB/s,789.484MB/s,50.507pJ,122.339pJ,168.852uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/1024KB/1024KB.out,239589.012um^2,1.950ns,20.508ns,7.039GB/s,788.718MB/s,55.451pJ,126.470pJ,181.583uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/2048KB/2048KB.out,327564.767um^2,2.013ns,20.621ns,5.343GB/s,785.702MB/s,66.547pJ,152.163pJ,194.460uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/RRAM/4096KB/4096KB.out,655129.534um^2,2.197ns,20.713ns,5.343GB/s,785.702MB/s,77.818pJ,163.434pJ,388.921uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadLatency/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/16KB/16KB.out,86384.290um^2,1.648ns,10.160ns,10.761GB/s,1.594GB/s,43.931pJ,141.192pJ,308.993uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/32KB/32KB.out,43393.687um^2,1.674ns,10.195ns,10.116GB/s,1.588GB/s,41.562pJ,139.140pJ,78.337uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/64KB/64KB.out,86787.374um^2,1.688ns,10.202ns,10.116GB/s,1.588GB/s,44.843pJ,142.420pJ,156.675uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/128KB/128KB.out,173574.749um^2,1.742ns,10.229ns,10.116GB/s,1.588GB/s,50.572pJ,148.150pJ,313.350uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/256KB/256KB.out,171126.657um^2,1.812ns,10.288ns,8.314GB/s,1.588GB/s,52.608pJ,151.261pJ,163.981uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/512KB/512KB.out,413514.033um^2,1.924ns,10.352ns,10.066GB/s,1.578GB/s,56.821pJ,153.901pJ,642.628uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/1024KB/1024KB.out,651458.769um^2,2.102ns,10.432ns,9.967GB/s,1.578GB/s,69.456pJ,165.642pJ,679.355uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/2048KB/2048KB.out,903846.757um^2,2.230ns,10.537ns,8.214GB/s,1.575GB/s,74.728pJ,171.944pJ,404.503uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/STTRAM/4096KB/4096KB.out,1.550mm^2,2.664ns,10.772ns,8.213GB/s,1.570GB/s,83.964pJ,181.228pJ,765.362uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/16KB/16KB.out,46161.307um^2,101.801ps,90.401ps,373.830GB/s,280.426GB/s,9.326pJ,8.545pJ,4.577uW
